,Rating,Total_Reviews,SME_Data,Distance,Check_Web,Check_Telepon,Label
2483,4.2,18,2,0.19066775676637684,1,1,2
2484,5.0,18,1,0.24811316486605808,0,1,1
2485,4.6,18,2,0.2795211370957313,1,1,2
2486,4.0,18,0,0.28359088038501823,0,0,0
2487,4.7,18,1,0.28521606285976375,0,1,1
2488,4.2,18,2,0.2911384709229698,1,1,2
2489,4.5,18,0,0.30414939523627793,0,0,0
2490,4.4,18,0,0.3404566253646459,0,0,0
2491,4.9,18,1,0.3481891926975975,0,1,1
2492,4.5,18,2,0.5382232176697306,1,1,2
2493,4.8,18,0,0.54268609565105,0,0,0
2494,4.1,18,1,0.6742264320033133,0,1,1
2495,4.5,18,1,0.7232955155362877,0,1,1
2496,5.0,18,1,0.7318113381769399,0,1,1
2497,5.0,18,2,0.805111257937412,1,1,2
2498,4.4,18,1,0.8963066847227725,0,1,1
2499,3.7,18,0,0.9219101419108425,0,1,0
2500,4.7,18,0,0.9745650997261599,0,0,0
2501,4.2,18,1,1.017851032657676,0,1,1
2502,4.8,18,2,1.1356809460454522,1,1,2
2503,4.3,18,2,1.1912556983783895,1,1,2
2504,4.4,18,0,1.2629845585273562,0,0,0
2505,3.9,18,1,1.2989794164328814,0,1,1
2506,4.9,18,2,1.3341182170836834,1,1,2
2507,2.2,18,0,1.4493231544346097,0,0,0
2508,4.4,18,2,1.4607829586238847,1,1,2
2509,4.3,18,0,2.491229750539241,0,0,0
2510,4.8,18,2,2.6084837368464364,1,1,2
2511,3.7,18,2,4.217463285748466,1,1,2
2512,4.2,17,0,0.05839530584795177,0,0,0
2513,4.5,17,1,0.08010672515586884,0,1,1
2514,4.9,17,2,0.11971861696871611,1,1,2
2515,4.7,17,1,0.12148478349913555,0,1,1
2516,4.9,17,1,0.17073729159994172,0,1,1
2517,4.9,17,0,0.2191423673042675,0,0,0
2518,4.6,17,0,0.26510448875281595,0,1,1
2519,4.7,17,2,0.28102193186118724,1,1,2
2520,4.4,17,2,0.2848130183202447,1,1,2
2521,4.6,17,1,0.2966592767312875,0,1,1
2522,3.8,17,1,0.3281657700097593,0,1,1
2523,4.8,17,1,0.3415836594441057,0,1,1
2524,4.7,17,1,0.3455971966968363,0,1,1
2525,4.8,17,2,0.35462277296302347,1,1,2
2526,4.7,17,2,0.3600901364460286,1,1,2
2527,4.0,17,0,0.3872464736722579,0,0,0
2528,4.1,17,0,0.3927175022611957,0,1,0
2529,4.8,17,2,0.4108719529072164,1,1,2
2530,5.0,17,0,0.43690368732061924,0,1,1
2531,4.8,17,2,0.4369942293255877,1,1,2
2532,4.5,17,1,0.44627443301957176,0,1,1
2533,4.8,17,1,0.4722429595936031,0,1,1
2534,4.5,17,0,0.5682136316820371,0,0,0
2535,4.5,17,2,0.5767924436851801,1,1,2
2536,4.2,17,0,0.591800428213985,0,0,0
2537,4.5,17,0,0.5993020231939449,0,0,0
2538,5.0,17,1,0.6124307739193346,0,1,1
2539,4.7,17,2,0.6579153898457136,1,1,2
2540,5.0,17,1,0.7047800736860032,0,1,1
2541,4.8,17,1,0.7072989657887768,0,1,1
2542,4.1,17,1,0.7332995935448274,0,1,1
2543,4.3,17,2,0.7512219351996964,1,1,2
2544,4.4,17,1,0.7517378063090758,0,1,1
2545,3.8,17,0,0.7566499370446639,0,1,0
2546,4.7,17,0,0.921973561010061,0,0,0
2547,3.9,17,1,1.0747390017492693,0,1,1
2548,4.3,17,1,1.1808267206682426,0,1,1
2549,3.8,17,0,1.222679516606738,0,1,0
2550,3.8,17,1,1.8912009209776797,0,1,1
2551,4.8,17,2,2.5938943410165556,1,1,2
2552,4.6,17,2,3.735023170210677,1,1,2
2553,3.2,17,2,4.068374634013793,1,1,2
2554,4.5,17,2,4.101374480092396,1,1,2
2555,4.3,17,2,4.254646468486239,1,1,2
2556,4.7,17,0,9.160583168523292,1,1,2
2557,4.3,16,1,0.09404111410615307,0,1,1
2558,4.7,16,0,0.26271898299672153,0,0,0
2559,3.6,16,2,0.27955495699594113,1,1,2
2560,4.6,16,1,0.2873249337126774,0,1,1
2561,4.4,16,2,0.2904263298007,1,1,2
2562,3.9,16,2,0.34907222766833645,1,1,2
2563,3.9,16,1,0.3674514576981222,0,1,1
2564,4.4,16,1,0.3978451467194952,0,1,1
2565,4.9,16,1,0.4368826681002841,0,1,1
2566,4.6,16,0,0.44349139903240353,0,1,1
2567,4.3,16,1,0.5212799770340053,0,1,1
2568,4.9,16,1,0.5477133447274524,0,1,1
2569,4.1,16,2,0.5548231718731688,1,1,2
2570,4.5,16,1,0.5679143291839315,0,1,1
2571,4.5,16,2,0.5754579920452867,1,1,2
2572,4.6,16,0,0.6364503579341355,0,0,0
2573,4.2,16,2,0.679414949581654,1,1,2
2574,4.9,16,1,0.7002064245391024,0,1,1
2575,4.6,16,0,0.8159081529988523,0,0,0
2576,4.4,16,1,0.8173792168815917,0,1,1
2577,4.8,16,1,0.8380049329710673,0,1,1
2578,4.9,16,1,0.8758216307227562,0,1,1
2579,4.1,16,0,0.8883655099521193,0,1,0
2580,3.0,16,2,0.8968573661599571,1,1,2
2581,3.6,16,2,0.8982912700249311,1,1,2
2582,4.4,16,2,0.8992984282619034,1,1,2
2583,4.8,16,1,0.9551805101441222,0,1,1
2584,4.3,16,1,0.9752425417149511,0,1,1
2585,4.4,16,2,1.019759319852872,1,1,2
2586,4.6,16,0,1.025049639587557,0,0,0
2587,4.2,16,0,1.0525920571524623,0,0,0
2588,4.3,16,0,1.0537761322306856,0,0,0
2589,4.9,16,2,1.0798504313220127,1,1,2
2590,4.3,16,2,1.0847351981288051,1,1,2
2591,4.6,16,2,1.2321712028583416,1,1,2
2592,4.3,16,2,1.27915847331985,1,1,2
2593,5.0,16,2,1.2873356648379068,1,1,2
2594,4.4,16,1,1.3788333581569687,0,1,1
2595,4.3,16,1,1.4492954385064205,0,1,1
2596,4.4,16,0,1.5425465933100517,0,1,0
2597,4.7,16,1,1.990100259429403,0,1,1
2598,4.7,16,0,2.0211580106312166,0,0,0
2599,4.0,16,0,2.258597923136164,0,1,0
2600,4.8,16,1,2.6345564974678743,0,1,1
2601,3.8,16,1,4.303354012030873,1,1,1
2602,4.4,16,2,5.559062155525242,1,1,2
2603,4.1,15,0,0.12354328560251851,0,0,0
2604,4.9,15,1,0.2754277588045482,0,1,1
2605,3.7,15,2,0.28369147085250124,1,1,2
2606,4.7,15,0,0.3038632524620168,0,1,1
2607,5.0,15,1,0.34061452390780966,0,1,1
2608,4.5,15,0,0.35402490419242477,0,0,0
2609,4.4,15,0,0.3840062252714573,0,0,0
2610,5.0,15,2,0.397825646336906,1,1,2
2611,4.7,15,0,0.40728477638388644,0,0,0
2612,4.3,15,0,0.4459612315554471,0,0,0
2613,4.8,15,0,0.47196639236398935,0,0,0
2614,4.7,15,0,0.5069284793700312,0,0,0
2615,4.6,15,1,0.5712750430354898,0,1,1
2616,4.1,15,0,0.5970634519363672,1,1,2
2617,4.7,15,1,0.6005989076809546,0,1,1
2618,4.5,15,0,0.6161675342200466,1,0,0
2619,3.5,15,0,0.6384203489101787,0,0,0
2620,4.5,15,1,0.6472042466618407,0,1,1
2621,4.1,15,2,0.6704813431326716,1,1,2
2622,4.1,15,1,0.7652162025405193,0,1,1
2623,4.9,15,2,0.7741984453850458,1,1,2
2624,4.3,15,2,0.8221857885442556,1,1,2
2625,4.9,15,1,0.9272892915757001,0,1,1
2626,4.7,15,2,0.9395648625470502,1,1,2
2627,4.5,15,0,0.9543628253491456,0,1,0
2628,5.0,15,0,1.161204372348302,0,0,0
2629,4.3,15,0,1.3326758503419187,0,0,0
2630,4.7,15,1,1.4839320275642771,0,1,1
2631,4.2,15,1,1.5620903611517059,0,1,1
2632,4.3,15,0,1.6312928853664916,0,1,0
2633,4.9,15,0,1.7999765711355042,0,1,0
2634,4.5,15,1,2.1144768602174118,0,1,1
2635,3.3,15,1,2.2697083797888378,0,1,1
2636,4.0,15,1,2.5974768074991674,0,1,1
2637,4.4,15,0,3.793316256382138,0,1,0
2638,4.3,15,2,3.8578314638712032,1,1,2
2639,3.8,15,1,4.837659965193789,0,1,1
2640,4.6,14,1,0.11875560456731148,0,1,1
2641,4.1,14,2,0.12231194384328704,1,1,2
2642,4.9,14,0,0.13829045096342207,0,1,1
2643,4.4,14,1,0.1607202635303741,0,1,1
2644,4.4,14,1,0.19888930231671487,0,1,1
2645,4.5,14,1,0.31093651217846713,0,1,1
2646,4.3,14,2,0.4606084290568441,1,1,2
2647,4.9,14,1,0.48082612163382443,0,1,1
2648,4.6,14,2,0.4866658460275703,1,1,2
2649,4.8,14,1,0.5206266099019268,0,1,1
2650,4.5,14,1,0.5286426022821001,0,1,1
2651,4.2,14,1,0.5342279332473134,0,1,1
2652,4.9,14,1,0.5513875282035443,0,1,1
2653,4.5,14,1,0.5724203098910916,0,1,1
2654,4.6,14,2,0.5809390911862682,1,1,2
2655,4.3,14,1,0.5882469794745699,0,1,1
2656,4.8,14,1,0.6144690441712647,0,1,1
2657,4.6,14,1,0.6779114072830462,0,1,1
2658,4.7,14,2,0.7173978225498889,1,1,2
2659,4.9,14,1,0.7200171965364441,0,1,1
2660,4.1,14,1,0.7482893049210009,0,1,1
2661,4.3,14,0,0.7836254033573984,0,0,0
2662,4.2,14,1,0.88129476875986,0,1,1
2663,3.4,14,1,0.9400921373423441,1,1,1
2664,4.6,14,1,0.9494609829787696,0,1,1
2665,4.2,14,1,0.971908082774613,0,1,1
2666,4.6,14,2,1.0434908200829647,1,1,2
2667,4.3,14,0,1.1001268889291855,0,1,1
2668,4.6,14,1,1.1528012264229432,0,1,1
2669,3.7,14,1,1.1813528768090982,0,1,1
2670,4.6,14,2,1.2108153972181368,1,1,2
2671,4.7,14,2,1.2272162064483556,1,1,2
2672,4.8,14,1,1.2745317814086803,0,1,1
2673,3.9,14,1,1.3696827845812265,0,1,1
2674,4.7,14,2,1.453908443351053,1,1,2
2675,3.9,14,1,1.469413513713262,1,0,0
2676,4.8,14,1,2.797502553815349,0,1,1
2677,4.6,14,0,3.7171318283739865,0,1,0
2678,4.4,14,1,3.7177198347875766,0,1,1
2679,4.7,13,2,0.058903603486931196,1,1,2
2680,3.8,13,0,0.1417424268542318,0,0,0
2681,3.4,13,0,0.18584388841532537,0,0,0
2682,4.9,13,2,0.22473123208997522,1,1,2
2683,3.6,13,1,0.2890249200305755,0,1,1
2684,4.9,13,2,0.2913590415572813,1,1,2
2685,3.9,13,1,0.33176640415043274,0,0,1
2686,4.0,13,1,0.3372218484218182,0,1,1
2687,4.9,13,1,0.34172106500733695,0,1,1
2688,4.0,13,0,0.3491018867202368,0,0,0
2689,4.8,13,1,0.43003750851232286,0,1,1
2690,4.5,13,1,0.4310284778543842,0,1,1
2691,4.8,13,1,0.46320814977166896,0,1,1
2692,4.5,13,2,0.4718147841295049,1,1,2
2693,4.1,13,1,0.4723659546335964,0,1,1
2694,4.7,13,1,0.4889211088455573,0,1,1
2695,4.9,13,2,0.5369411036257127,1,1,2
2696,4.2,13,1,0.60240644388946,0,1,1
2697,4.6,13,2,0.6286793179240165,1,1,2
2698,4.9,13,2,0.686804177856137,1,1,2
2699,4.5,13,1,0.7775031091193333,0,1,1
2700,3.1,13,0,0.8003947937895511,0,1,0
2701,4.0,13,1,0.8055702442490796,0,1,1
2702,4.7,13,1,0.8432618819830228,0,1,1
2703,4.7,13,2,0.8572933682024373,1,1,2
2704,3.2,13,1,0.8691309518919906,0,1,1
2705,4.9,13,0,0.97860739071472,0,1,1
2706,3.9,13,2,0.9901914814293759,1,1,2
2707,4.6,13,0,1.013558854166753,0,1,0
2708,4.7,13,1,1.2218781256150166,0,1,1
2709,3.9,13,0,1.3738807789004392,0,0,0
2710,4.6,13,0,1.4989941476775823,0,1,0
2711,4.4,13,1,1.638401281902082,0,1,1
2712,4.0,13,0,1.6429923186204853,0,0,0
2713,4.7,13,0,1.6580844721028223,0,0,0
2714,4.2,13,1,1.7917132351762852,0,1,1
2715,4.2,13,0,0.5817721447106431,1,0,0
2716,4.8,12,1,0.09528771610537538,1,1,1
2717,4.9,12,1,0.13420921619119233,0,1,1
2718,4.8,12,1,0.2344760485878994,1,0,2
2719,3.8,12,1,0.2417375317205172,0,1,1
2720,4.7,12,1,0.26056904735157965,0,1,1
2721,4.7,12,0,0.312367593840773,0,1,1
2722,4.2,12,2,0.34488362903548864,1,1,2
2723,5.0,12,2,0.34965217864545023,1,1,2
2724,4.0,12,2,0.3729539670566119,1,1,2
2725,4.3,12,1,0.38790159213461484,0,1,1
2726,5.0,12,1,0.4083623600848906,0,1,1
2727,4.8,12,0,0.41215656393529776,0,1,1
2728,4.5,12,1,0.44913184473154066,0,1,1
2729,4.9,12,2,0.46468900353619047,1,1,2
2730,4.8,12,1,0.4953979134040416,0,1,1
2731,4.4,12,2,0.49967440487298964,1,1,2
2732,4.5,12,1,0.515423703296472,0,1,1
2733,4.8,12,1,0.5705641943687669,0,1,1
2734,3.8,12,1,0.6175312024678704,0,1,1
2735,4.3,12,0,0.6426761266077352,0,1,0
2736,4.0,12,1,0.721333693283155,0,1,1
2737,3.3,12,0,0.7707677123297206,0,1,0
2738,3.3,12,0,0.7707677123297206,0,1,0
2739,5.0,12,2,0.8249910106544417,1,1,2
2740,4.8,12,2,0.8398693799401303,1,1,2
2741,4.5,12,2,0.8669935652917337,1,1,2
2742,3.5,12,2,0.9463043432186659,1,1,2
2743,4.5,12,2,0.9485347923103211,1,1,2
2744,4.5,12,0,1.0526321441905775,0,1,0
2745,4.0,12,0,1.0909655720567148,0,0,0
2746,4.8,12,0,1.0988230816979947,0,1,0
2747,4.6,12,0,1.4525903140840661,1,1,2
2748,5.0,12,1,1.558836214139037,0,1,1
2749,4.6,12,0,1.8824965252909993,0,1,0
2750,5.0,12,1,1.9828416079932256,0,1,1
2751,4.8,12,2,2.0198404075608956,1,1,2
2752,3.8,12,0,2.7911199662029613,0,0,0
2753,4.5,12,2,3.7519013812912276,1,1,2
2754,4.0,12,0,6.228638047088886,0,1,0
2755,4.5,12,1,7.39070593057977,0,1,1
2756,4.4,11,2,0.11181325983142733,1,1,2
2757,4.9,11,1,0.13731133321476108,0,1,1
2758,4.2,11,0,0.26762211881649856,0,0,0
2759,4.3,11,1,0.3371120738333165,0,1,1
2760,4.8,11,1,0.3484364054488735,0,1,1
2761,4.6,11,0,0.3620250893527592,0,1,1
2762,3.5,11,1,0.39192744317563505,0,1,1
2763,4.1,11,1,0.397059358329177,0,1,1
2764,4.7,11,0,0.422030561743219,0,1,1
2765,4.7,11,1,0.441998244367475,0,1,1
2766,4.6,11,1,0.4502691215341968,0,1,1
2767,4.2,11,1,0.46894155019642114,0,1,1
2768,4.6,11,0,0.49582991829242185,0,1,0
2769,4.9,11,2,0.4989643561009489,1,1,2
2770,5.0,11,1,0.555594994635616,0,1,1
2771,4.9,11,1,0.5927432543058844,0,1,1
2772,4.8,11,2,0.6142251007115381,1,1,2
2773,5.0,11,1,0.6190856884849699,0,1,1
2774,4.0,11,0,0.663760304676261,0,1,0
2775,4.2,11,1,0.7266631002537755,0,1,1
2776,4.6,11,1,0.730038397730044,0,1,1
2777,3.8,11,1,0.7980682786610807,0,1,1
2778,4.9,11,2,0.8707578463139571,1,1,2
2779,5.0,11,1,0.8752921677528102,0,1,1
2780,4.8,11,2,0.8815069097162175,1,1,2
2781,5.0,11,2,0.9138708525324646,1,1,2
2782,4.9,11,0,0.9938678990468878,0,1,0
2783,4.0,11,2,0.9959326938126581,1,1,2
2784,4.6,11,1,0.9974572129746038,0,1,1
2785,3.7,11,0,1.0174817724867444,0,0,0
2786,4.6,11,1,1.0526614528759823,0,1,1
2787,4.5,11,0,1.082482188670451,0,1,0
2788,5.0,11,1,1.1246563608153999,0,1,1
2789,4.7,11,1,1.1262642776177823,0,1,1
2790,3.9,11,0,1.1581012225271154,0,1,0
2791,4.4,11,1,1.1636763838035904,0,1,1
2792,3.8,11,1,1.1921831633731637,0,1,1
2793,5.0,11,1,1.2101652332371995,0,1,1
2794,4.0,11,1,1.2378569851493884,0,1,1
2795,3.5,11,1,1.2479079988121993,0,1,1
2796,4.6,11,2,1.3765117403827993,1,1,2
2797,3.9,11,0,1.5349783064865583,0,1,1
2798,4.8,11,1,1.697852132787793,0,1,1
2799,3.6,11,0,1.8807769775250573,0,0,0
2800,4.6,11,1,1.99883460670676,0,1,1
2801,4.6,11,0,2.087332421481776,0,1,0
2802,5.0,11,0,2.121018130965854,0,1,0
2803,5.0,11,2,2.8512516628159306,1,1,2
2804,3.8,11,2,3.049106504929968,1,1,2
2805,4.6,11,0,1.0824182298240037,1,0,0
2806,4.3,11,2,4.042460852476253,1,1,2
2807,2.5,11,0,4.09049552831082,1,1,0
2808,4.1,11,0,7.33580930814752,0,1,0
2809,5.0,10,1,0.11331851365069187,1,0,1
2810,4.9,10,1,0.14628766913570077,0,1,1
2811,4.4,10,1,0.15877349016063155,0,1,1
2812,4.2,10,0,0.1749899774213317,0,1,0
2813,4.9,10,1,0.18459651316952644,0,1,1
2814,3.7,10,2,0.18913267371569756,1,1,2
2815,4.8,10,2,0.18960927447568163,1,1,2
2816,4.8,10,1,0.2179958702812138,0,1,1
2817,5.0,10,1,0.23532087064920665,0,1,1
2818,5.0,10,2,0.2580773081517064,1,1,2
2819,3.9,10,2,0.2832052735934158,1,1,2
2820,4.6,10,1,0.2860458733692895,1,0,1
2821,4.8,10,1,0.3330012008965793,0,1,1
2822,4.1,10,2,0.3706944607033747,1,1,2
2823,4.5,10,1,0.39898646422445816,0,1,1
2824,5.0,10,1,0.4047901804496389,0,1,1
2825,5.0,10,1,0.4144595463125362,0,1,1
2826,4.0,10,0,0.4165250206216257,0,1,0
2827,3.6,10,1,0.42167144827192155,0,1,1
2828,4.3,10,1,0.4232232196615566,0,1,1
2829,4.5,10,1,0.44098306854689895,0,1,1
2830,4.4,10,2,0.46213891140152996,1,1,2
2831,3.7,10,0,0.46359574982250074,0,0,0
2832,3.7,10,1,0.47752394649259067,1,0,1
2833,4.7,10,2,0.48146387583002853,1,1,2
2834,5.0,10,1,0.5656225340778295,0,1,1
2835,4.3,10,1,0.5751907263211952,0,1,1
2836,4.5,10,1,0.6071796368213568,0,1,1
2837,4.9,10,1,0.6087779394155527,0,1,1
2838,4.9,10,2,0.6487773389496334,1,1,2
2839,3.7,10,0,0.6914236719922993,0,0,0
2840,3.2,10,1,0.7319151521372501,0,1,1
2841,4.3,10,1,0.7539793298843926,0,1,1
2842,4.1,10,1,0.7648425261639129,0,1,1
2843,4.5,10,1,0.7902768970194028,0,1,1
2844,4.9,10,1,0.8475919555832289,0,1,1
2845,5.0,10,1,0.8930704418548329,0,1,1
2846,4.8,10,1,1.0059564147907154,0,1,1
2847,4.4,10,1,1.0209075973485788,0,1,1
2848,4.6,10,0,1.1377862311828848,0,1,1
2849,5.0,10,2,1.1603847825895006,1,1,2
2850,5.0,10,2,1.167620154157202,1,1,2
2851,4.7,10,1,1.2292651793988876,1,0,1
2852,4.3,10,1,1.2381362365066173,1,0,0
2853,4.6,10,1,1.2441438324570266,0,1,1
2854,4.2,10,1,1.2545051202993887,0,1,1
2855,4.6,10,0,1.4532181236219552,0,1,0
2856,4.6,10,0,1.9801644978570225,0,1,0
2857,4.4,10,1,2.650610759376653,0,1,1
2858,4.7,10,2,3.4343526331206014,1,1,2
2859,4.0,9,1,0.09714989862202786,1,0,1
2860,4.6,9,1,0.17908288578580572,0,1,1
2861,5.0,9,1,0.20185983757539025,0,1,1
2862,4.0,9,1,0.21564178261917083,0,1,1
2863,4.7,9,1,0.22681595258245246,0,1,1
2864,4.7,9,2,0.2403312273686283,1,1,2
2865,4.9,9,0,0.250013822855358,0,1,1
2866,4.9,9,1,0.27594040224321004,0,1,1
2867,3.9,9,2,0.29035383072892545,1,1,2
2868,4.1,9,1,0.30811107292991524,0,1,1
2869,5.0,9,1,0.31137593437224576,0,1,1
2870,4.2,9,1,0.32496547789787306,0,1,1
2871,4.3,9,1,0.33024315554951916,0,1,1
2872,4.7,9,2,0.3680745976000421,1,1,2
2873,4.9,9,1,0.3683945028195621,0,1,1
2874,4.1,9,1,0.38472224193952687,0,1,1
2875,4.9,9,0,0.4055496151435623,0,1,1
2876,4.4,9,2,0.4237411258933365,1,1,2
2877,4.9,9,1,0.42861668429298244,0,1,1
2878,5.0,9,1,0.4479896402658873,0,1,1
2879,4.2,9,1,0.45297400174496516,0,1,1
2880,4.8,9,1,0.4844491636247885,1,0,1
2881,4.6,9,0,0.48931013876960305,0,1,0
2882,5.0,9,0,0.4939479482681733,0,1,0
2883,4.8,9,0,0.5547932088420422,0,1,0
2884,4.0,9,2,0.57118906290661,1,1,2
2885,2.3,9,0,0.5761907148386148,0,1,0
2886,3.9,9,0,0.5787469400564599,0,1,1
2887,4.4,9,0,0.5828784676925218,1,1,2
2888,4.1,9,1,0.5873904272958698,0,1,1
2889,4.8,9,0,0.5977098854054803,0,1,0
2890,4.9,9,1,0.6397572971287182,0,1,1
2891,5.0,9,2,0.6885015195434816,1,1,2
2892,4.7,9,0,0.7004689732128256,0,0,0
2893,5.0,9,1,0.7285455357303555,0,1,1
2894,4.7,9,1,0.7338932859571946,0,1,1
2895,4.8,9,1,0.8465682947190746,0,1,1
2896,4.1,9,2,0.8482684319785286,1,1,2
2897,4.8,9,2,0.8680841893366414,1,1,2
2898,4.8,9,1,0.8870721321176467,0,1,1
2899,4.4,9,0,0.9368808475371698,0,1,0
2900,4.4,9,0,0.986528219484722,0,1,0
2901,4.9,9,2,1.0188744310859996,1,1,2
2902,4.4,9,2,1.0766453636194948,1,1,2
2903,4.8,9,1,1.1190528747008102,0,1,1
2904,3.4,9,0,1.150624412952725,0,0,0
2905,4.8,9,1,1.2369139324371028,0,1,1
2906,5.0,9,1,1.3383668670133908,0,1,1
2907,4.2,9,2,1.581834887582207,1,1,2
2908,5.0,9,1,1.6149185764597072,0,1,1
2909,4.7,9,2,1.677958190800219,1,1,2
2910,3.9,9,0,2.1298870540704997,0,0,0
2911,5.0,9,1,2.3486324127081377,0,1,1
2912,4.0,9,0,2.6203793881834128,0,1,0
2913,5.0,9,1,3.237270282513686,0,1,1
2914,4.9,9,0,4.31851700587,1,1,2
2915,3.6,9,0,4.339624820849485,0,0,0
2916,3.8,9,2,6.260880152735876,1,1,2
2917,5.0,8,1,0.04924286105177724,0,1,1
2918,4.9,8,1,0.05134262533669127,0,1,1
2919,4.4,8,1,0.06363038989295904,0,1,1
2920,3.9,8,0,0.11158391630942405,0,1,0
2921,5.0,8,1,0.1616211243477669,0,1,1
2922,4.8,8,1,0.16804812682182288,0,1,1
2923,4.0,8,0,0.1798850497262423,0,0,0
2924,4.3,8,2,0.21272352757339746,1,1,2
2925,3.8,8,1,0.21503448077362644,0,1,1
2926,4.5,8,0,0.2157283810104586,0,1,1
2927,3.3,8,0,0.22572707506438947,0,0,0
2928,4.5,8,2,0.2636528903928569,1,1,2
2929,3.9,8,0,0.2648269773914651,0,0,0
2930,4.6,8,1,0.28597063055585054,0,1,1
2931,4.4,8,1,0.295128961858159,0,1,1
2932,4.1,8,1,0.2983533142019634,0,1,1
2933,4.6,8,2,0.33176640415043274,0,1,2
2934,5.0,8,0,0.33564439167772253,0,1,1
2935,4.5,8,0,0.36893789734578897,0,1,1
2936,5.0,8,1,0.3807537214843465,0,1,1
2937,3.9,8,0,0.38645979862374036,0,0,0
2938,4.1,8,0,0.4025889050258124,0,1,0
2939,4.8,8,2,0.4589249625857139,1,1,2
2940,4.5,8,2,0.4846564814888953,1,1,2
2941,4.9,8,1,0.49703381809530733,0,1,1
2942,3.8,8,1,0.49878047375466966,0,1,1
2943,4.8,8,1,0.5126882690958621,0,1,1
2944,4.5,8,1,0.5166107687287675,0,1,1
2945,4.3,8,0,0.5222242027638805,0,1,0
2946,4.0,8,1,0.5265539869334004,1,1,1
2947,4.9,8,1,0.542926611423325,1,1,1
2948,4.6,8,2,0.5432778879544492,1,1,2
2949,4.3,8,0,0.5475164023204636,0,1,0
2950,4.1,8,2,0.5538412946011423,1,1,2
2951,4.5,8,0,0.5750433069307027,0,1,0
2952,4.3,8,1,0.592640007048566,0,1,1
2953,5.0,8,0,0.6083705160826421,0,1,0
2954,3.3,8,1,0.6205031047740897,0,1,1
2955,4.9,8,1,0.6426910467755653,0,1,1
2956,3.5,8,0,0.6547171291028473,0,0,0
2957,4.4,8,1,0.6840413883467088,0,1,1
2958,4.3,8,1,0.6868145598811061,0,1,1
2959,4.1,8,0,0.6935632720284803,0,1,0
2960,4.1,8,1,0.7153015124243235,0,1,1
2961,4.0,8,1,0.7178713374188936,0,1,1
2962,4.5,8,1,0.7428465582924653,0,1,1
2963,3.8,8,2,0.7548343187508756,1,1,2
2964,4.8,8,0,0.774886503218314,0,1,0
2965,4.9,8,1,0.793508879227065,0,1,1
2966,4.3,8,1,0.850179726719704,0,1,1
2967,5.0,8,1,0.8592129684813538,0,1,1
2968,5.0,8,2,0.8679915978637333,1,1,2
2969,4.8,8,1,0.9352366935680895,1,0,1
2970,4.5,8,1,0.9398757579742818,0,1,1
2971,4.8,8,0,0.9593095686243712,0,1,0
2972,4.4,8,1,1.0128301752137887,0,1,1
2973,3.3,8,0,1.0221515093564049,0,1,0
2974,4.6,8,0,1.0330568605811286,0,1,0
2975,5.0,8,0,1.0433403822981746,0,1,0
2976,4.3,8,2,1.0705663590674916,1,1,2
2977,5.0,8,1,1.111748808039001,0,1,1
2978,3.6,8,0,1.126214515461082,0,0,0
2979,4.0,8,0,1.1382180057122553,1,0,0
2980,5.0,8,1,1.160652038152506,0,1,1
2981,4.8,8,2,1.178185116523163,1,1,2
2982,4.9,8,2,1.3432974436533516,1,1,2
2983,3.3,8,1,1.482416748992952,0,1,1
2984,4.1,8,0,1.619172194150473,0,1,0
2985,4.8,8,0,1.801824891304454,0,1,0
2986,4.4,8,0,1.8124516660532886,0,1,0
2987,4.3,8,1,1.866695527296311,0,1,1
2988,4.9,8,0,0.38101979366363636,1,0,0
2989,4.5,8,1,2.5683709036650506,1,1,1
2990,4.3,8,2,3.9237501784307005,1,1,2
2991,2.8,8,1,7.243388460185181,0,1,1
2992,5.0,7,2,0.09347937480912266,1,1,2
2993,3.6,7,1,0.10997709041117716,0,1,1
2994,4.4,7,2,0.12244289355230904,1,1,2
2995,4.0,7,0,0.15954979568589106,0,1,0
2996,3.3,7,0,0.1614092631635722,0,0,0
2997,4.4,7,1,0.165022683026053,0,1,1
2998,4.3,7,2,0.16929501745215617,1,1,2
2999,3.0,7,0,0.18008810803376615,0,0,0
3000,4.9,7,1,0.18809755687111854,0,1,1
3001,4.1,7,1,0.19082752687887322,0,1,1
3002,4.0,7,1,0.2055494469775055,0,1,1
3003,4.4,7,2,0.21775956701244245,1,1,2
3004,5.0,7,2,0.22445295270132937,1,1,2
3005,4.9,7,2,0.24526143849940965,1,1,2
3006,4.6,7,2,0.24775740482817646,1,1,2
3007,4.4,7,1,0.24804705979669553,0,1,1
3008,5.0,7,2,0.29639003463213737,1,1,2
3009,4.9,7,0,0.3362880349894697,1,1,2
3010,3.4,7,1,0.35931576984122754,1,1,1
3011,3.7,7,2,0.3756948265461569,1,1,2
3012,2.6,7,0,0.3841034404862642,0,0,0
3013,4.9,7,0,0.3947492019821332,0,1,0
3014,4.1,7,0,0.40859345069075703,0,1,0
3015,5.0,7,0,0.41178404780982925,0,1,0
3016,4.1,7,0,0.41565192483454627,0,1,0
3017,4.4,7,2,0.42656276380045144,1,1,2
3018,4.9,7,1,0.4473040348562446,0,1,1
3019,4.9,7,1,0.46975219565796333,0,1,1
3020,4.4,7,0,0.46986741149922057,0,1,0
3021,3.0,7,2,0.47242197718322243,1,1,2
3022,3.3,7,2,0.48595446924121205,1,1,2
